mysql> select id, speciesid, genusid, familyid, species, genus, family from taxon where family in ('Flaviviridae','Bunyaviridae','Paramyxoviridae','Arenaviridae','Togaviridae','Herpesviridae','Poxviridae','
    '> Baculoviridae','Filoviridae','Iridoviridae','Asfarviridae','Coronaviridae','Caliciviridae','Picornaviridae','Hepeviridae','Rhabdoviridae') order by familyid,genusid,speciesid,id;
+--------+-----------+---------+----------+-----------------------------------------------------------+---------------------+-----------------+
| id     | speciesid | genusid | familyid | species                                                   | genus               | family          |
| 595612 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 679182 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 759939 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 761967 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945057 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945058 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945059 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945060 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945061 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945062 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945063 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945064 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945065 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945066 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945067 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945068 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945069 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945070 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945071 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945072 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
| 945073 |     11103 |   11102 |    11050 | Hepatitis C virus | Hepacivirus | Flaviviridae |
|  693995 |        -1 |      -1 |    11118 |                                                         |                  | Coronaviridae |
|  502105 |    502105 |      -1 |    11118 | Bovine respiratory coronavirus bovine/US/OH-440-TC/1996 |                  | Coronaviridae |
|  502108 |    502108 |      -1 |    11118 | Bovine respiratory coronavirus AH187                    |                  | Coronaviridae |
|  572287 |    574549 |      -1 |    11118 | Bulbul coronavirus HKU11                                |                  | Coronaviridae |
|  572288 |    574549 |      -1 |    11118 | Bulbul coronavirus HKU11                                |                  | Coronaviridae |
|  627439 |    627439 |      -1 |    11118 | Human enteric coronavirus strain 4408                   |                  | Coronaviridae |
|  694135 |    694135 |      -1 |    11118 | unidentified coronavirus                                |                  | Coronaviridae |
|  694448 |    694448 |      -1 |    11118 | unidentified human coronavirus                          |                  | Coronaviridae |
|  766791 |    766791 |      -1 |    11118 | Mink coronavirus strain WD1127                          |                  | Coronaviridae |
|  766792 |    766792 |      -1 |    11118 | Mink coronavirus strain WD1133                          |                  | Coronaviridae |
|  864596 |    864596 |      -1 |    11118 | Bat coronavirus BM48-31/BGR/2008                        |                  | Coronaviridae |
| 1159902 |   1159902 |      -1 |    11118 | Common-moorhen coronavirus HKU21                        |                  | Coronaviridae |
| 1159903 |   1159903 |      -1 |    11118 | Magpie-robin coronavirus HKU18                          |                  | Coronaviridae |
| 1159904 |   1159904 |      -1 |    11118 | Night-heron coronavirus HKU19                           |                  | Coronaviridae |
| 1159905 |   1159905 |      -1 |    11118 | Porcine coronavirus HKU15                               |                  | Coronaviridae |
| 1159906 |   1159906 |      -1 |    11118 | Sparrow coronavirus HKU17                               |                  | Coronaviridae |
| 1159907 |   1159907 |      -1 |    11118 | White-eye coronavirus HKU16                             |                  | Coronaviridae |
| 1159908 |   1159908 |      -1 |    11118 | Wigeon coronavirus HKU20                                |                  | Coronaviridae |
|   46473 |     74501 |   11155 |    11118 | Bovine torovirus                                        | Torovirus        | Coronaviridae |
|   11137 |     11137 |  693996 |    11118 | Human coronavirus 229E                                  | Alphacoronavirus | Coronaviridae |
| 1176035 |     11137 |  693996 |    11118 | Human coronavirus 229E                                  | Alphacoronavirus | Coronaviridae |
|   28295 |     28295 |  693996 |    11118 | Porcine epidemic diarrhea virus                         | Alphacoronavirus | Coronaviridae |
|  270642 |    277944 |  693996 |    11118 | Human coronavirus NL63                                  | Alphacoronavirus | Coronaviridae |
|  277944 |    277944 |  693996 |    11118 | Human coronavirus NL63                                  | Alphacoronavirus | Coronaviridae |
|  393767 |    393767 |  693996 |    11118 | Bat coronavirus 1A                                      | Alphacoronavirus | Coronaviridae |
|  393768 |    393768 |  693996 |    11118 | Bat coronavirus 1B                                      | Alphacoronavirus | Coronaviridae |
|   11135 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|   11149 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|   11153 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|   12663 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  398809 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  398810 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  398811 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  398812 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  398815 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  454951 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  454952 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  454953 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  454955 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  502100 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  502101 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  627431 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  627432 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  627433 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  627434 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  627435 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  627436 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  711465 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  711466 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  871678 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  871679 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  871680 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  871681 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  871682 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  871683 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  906884 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  906885 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  906886 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  906887 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
| 1052157 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
| 1052158 |    693997 |  693996 |    11118 | Alphacoronavirus 1                                      | Alphacoronavirus | Coronaviridae |
|  693998 |    693998 |  693996 |    11118 | Rhinolophus bat coronavirus HKU2                        | Alphacoronavirus | Coronaviridae |
|  693999 |    693999 |  693996 |    11118 | Scotophilus bat coronavirus 512                         | Alphacoronavirus | Coronaviridae |
|  694001 |    694001 |  693996 |    11118 | Miniopterus bat coronavirus HKU8                        | Alphacoronavirus | Coronaviridae |
|  290028 |    290028 |  694002 |    11118 | Human coronavirus HKU1                                  | Betacoronavirus  | Coronaviridae |
|  389230 |    389230 |  694002 |    11118 | Bat coronavirus (BtCoV/133/2005)                        | Betacoronavirus  | Coronaviridae |
|   11128 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|   31631 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|   42005 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  136187 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  166124 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  398808 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  404135 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422132 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422133 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422134 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422135 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422137 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422138 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422139 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422140 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422141 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422214 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422215 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422216 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422217 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422218 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422219 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  422220 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  454963 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|  502096 |    694003 |  694002 |    11118 | Betacoronavirus 1                                       | Betacoronavirus  | Coronaviridae |
|   11138 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|   11142 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|   11144 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|   31632 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|   76344 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  123595 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  429330 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  429331 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  430472 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  502102 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  502104 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  502106 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  502107 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  591068 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  591069 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  591070 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  591071 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  694005 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
| 1163669 |    694005 |  694002 |    11118 | Murine coronavirus                                      | Betacoronavirus  | Coronaviridae |
|  424367 |    694006 |  694002 |    11118 | Rousettus bat coronavirus HKU9                          | Betacoronavirus  | Coronaviridae |
|  424368 |    694006 |  694002 |    11118 | Rousettus bat coronavirus HKU9                          | Betacoronavirus  | Coronaviridae |
|  424369 |    694006 |  694002 |    11118 | Rousettus bat coronavirus HKU9                          | Betacoronavirus  | Coronaviridae |
|  424370 |    694006 |  694002 |    11118 | Rousettus bat coronavirus HKU9                          | Betacoronavirus  | Coronaviridae |
|  694006 |    694006 |  694002 |    11118 | Rousettus bat coronavirus HKU9                          | Betacoronavirus  | Coronaviridae |
|  875612 |    694006 |  694002 |    11118 | Rousettus bat coronavirus HKU9                          | Betacoronavirus  | Coronaviridae |
|  875613 |    694006 |  694002 |    11118 | Rousettus bat coronavirus HKU9                          | Betacoronavirus  | Coronaviridae |
|  875614 |    694006 |  694002 |    11118 | Rousettus bat coronavirus HKU9                          | Betacoronavirus  | Coronaviridae |
|  875615 |    694006 |  694002 |    11118 | Rousettus bat coronavirus HKU9                          | Betacoronavirus  | Coronaviridae |
|  424359 |    694007 |  694002 |    11118 | Tylonycteris bat coronavirus HKU4                       | Betacoronavirus  | Coronaviridae |
|  424360 |    694007 |  694002 |    11118 | Tylonycteris bat coronavirus HKU4                       | Betacoronavirus  | Coronaviridae |
|  424361 |    694007 |  694002 |    11118 | Tylonycteris bat coronavirus HKU4                       | Betacoronavirus  | Coronaviridae |
|  424362 |    694007 |  694002 |    11118 | Tylonycteris bat coronavirus HKU4                       | Betacoronavirus  | Coronaviridae |
|  694007 |    694007 |  694002 |    11118 | Tylonycteris bat coronavirus HKU4                       | Betacoronavirus  | Coronaviridae |
|  424363 |    694008 |  694002 |    11118 | Pipistrellus bat coronavirus HKU5                       | Betacoronavirus  | Coronaviridae |
|  424364 |    694008 |  694002 |    11118 | Pipistrellus bat coronavirus HKU5                       | Betacoronavirus  | Coronaviridae |
|  424365 |    694008 |  694002 |    11118 | Pipistrellus bat coronavirus HKU5                       | Betacoronavirus  | Coronaviridae |
|  424366 |    694008 |  694002 |    11118 | Pipistrellus bat coronavirus HKU5                       | Betacoronavirus  | Coronaviridae |
|  694008 |    694008 |  694002 |    11118 | Pipistrellus bat coronavirus HKU5                       | Betacoronavirus  | Coronaviridae |
|  227859 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  227984 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  228330 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  228404 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  228406 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  228407 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  228409 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  228415 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  228607 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  229206 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  229992 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  229993 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  230471 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  231513 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  231515 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  231522 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  233044 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  233872 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  235088 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  235410 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  235411 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  235412 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  235413 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  235414 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  237639 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  237640 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  239241 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  239242 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  239243 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  239758 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  240273 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  240549 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  240550 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  240551 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  240552 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  240553 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  241628 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  241629 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  242743 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  247149 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  248485 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249062 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249063 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249064 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249065 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249066 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249067 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249068 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249069 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249070 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249071 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249072 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249073 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249074 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249075 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249076 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249077 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249078 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249079 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249080 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249081 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249082 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249083 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249084 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249085 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249086 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249087 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249088 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  249089 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  253433 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  253434 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  253435 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  255194 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  255729 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  255730 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  256753 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258445 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258507 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258508 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258963 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258964 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258965 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258966 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258967 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258968 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258969 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258970 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258971 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  258972 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  260069 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
|  260743 |    694009 |  694002 |    11118 | Severe acute respiratory syndrome-related coronavirus   | Betacoronavirus  | Coronaviridae |
