mysql> select id, speciesid, genusid, familyid, species, genus, family from taxon where family in ('Flaviviridae','Bunyaviridae','Paramyxoviridae','Arenaviridae','Togaviridae','Herpesviridae','Poxviridae','
    '> Baculoviridae','Filoviridae','Iridoviridae','Asfarviridae','Coronaviridae','Caliciviridae','Picornaviridae','Hepeviridae','Rhabdoviridae') order by familyid,genusid,speciesid,id;
+--------+-----------+---------+----------+-----------------------------------------------------------+---------------------+-----------------+
| id     | speciesid | genusid | familyid | species                                                   | genus               | family          |
| 138184 |    138184 |  548687 |    10292 | Alcelaphine herpesvirus 2                                 | Macavirus           | Herpesviridae   | 
| 333341 |    333341 |  548687 |    10292 | Hippotragine herpesvirus 1                                | Macavirus           | Herpesviridae   | 
|  10371 |     10371 |  548688 |    10292 | Equid herpesvirus 5                                       | Percavirus          | Herpesviridae   | 
| 311179 |    311179 |  548688 |    10292 | Mustelid herpesvirus 1                                    | Percavirus          | Herpesviridae   | 
| 146015 |    146015 |  548689 |    10292 | Elephantid herpesvirus 1                                  | Proboscivirus       | Herpesviridae   | 
| 548913 |    548913 |  548689 |    10292 | Elephant endotheliolytic herpesvirus 3                    | Proboscivirus       | Herpesviridae   | 
| 548914 |    548914 |  548689 |    10292 | Elephant endotheliolytic herpesvirus 4                    | Proboscivirus       | Herpesviridae   | 
| 215481 |    215481 |      -1 |    10486 | Sciaenops ocellatus virus                                 |                     | Iridoviridae    | 
| 278184 |    278184 |      -1 |    10486 | Rock bream iridovirus-K                                   |                     | Iridoviridae    | 
| 323824 |    323824 |      -1 |    10486 | Turbot reddish body syndrome iridovirus                   |                     | Iridoviridae    | 
| 325444 |    325444 |      -1 |    10486 | Murray cod iridovirus                                     |                     | Iridoviridae    | 
| 447023 |    447023 |      -1 |    10486 | Thamnophis sauritus erythrocytic virus                    |                     | Iridoviridae    | 
| 584629 |    584629 |      -1 |    10486 | Seabass iridovirus                                        |                     | Iridoviridae    | 
|  10487 |        -1 |   10487 |    10486 |                                                           | Iridovirus          | Iridoviridae    | 
|  71774 |     71774 |   10487 |    10486 | Anticarsia gemmatalis iridescent virus                    | Iridovirus          | Iridoviridae    | 
| 105557 |    105557 |   10487 |    10486 | Rana temporaria United Kingdom iridovirus 1               | Iridovirus          | Iridoviridae    | 
| 105558 |    105558 |   10487 |    10486 | Rana temporaria United Kingdom iridovirus 2               | Iridovirus          | Iridoviridae    | 
| 113376 |    113376 |   10487 |    10486 | IV31                                                      | Iridovirus          | Iridoviridae    | 
| 135728 |    135728 |   10487 |    10486 | sp.                                                       | Iridovirus          | Iridoviridae    | 
|  10490 |    176651 |   10487 |    10486 | Invertebrate iridescent virus 1                           | Iridovirus          | Iridoviridae    | 
| 132417 |    176652 |   10487 |    10486 | Invertebrate iridescent virus 6                           | Iridovirus          | Iridoviridae    | 
| 176652 |    176652 |   10487 |    10486 | Invertebrate iridescent virus 6                           | Iridovirus          | Iridoviridae    | 
|  71777 |    176653 |   10487 |    10486 | Invertebrate iridescent virus 2                           | Iridovirus          | Iridoviridae    | 
|  68347 |    345195 |   10487 |    10486 | Invertebrate iridescent virus 9                           | Iridovirus          | Iridoviridae    | 
|  72203 |    345196 |   10487 |    10486 | Invertebrate iridescent virus 29                          | Iridovirus          | Iridoviridae    | 
|  71776 |    345197 |   10487 |    10486 | Invertebrate iridescent virus 23                          | Iridovirus          | Iridoviridae    | 
|  10489 |    345198 |   10487 |    10486 | Invertebrate iridescent virus 22                          | Iridovirus          | Iridoviridae    | 
|  72201 |    345199 |   10487 |    10486 | Invertebrate iridescent virus 31                          | Iridovirus          | Iridoviridae    | 
|  72202 |    345199 |   10487 |    10486 | Invertebrate iridescent virus 31                          | Iridovirus          | Iridoviridae    | 
| 137756 |    345199 |   10487 |    10486 | Invertebrate iridescent virus 31                          | Iridovirus          | Iridoviridae    | 
|  72200 |    345202 |   10487 |    10486 | Invertebrate iridescent virus 24                          | Iridovirus          | Iridoviridae    | 
|  68348 |    345203 |   10487 |    10486 | Invertebrate iridescent virus 16                          | Iridovirus          | Iridoviridae    | 
|  71775 |    345585 |   10487 |    10486 | Invertebrate iridescent virus 30                          | Iridovirus          | Iridoviridae    | 
| 449721 |    449721 |   10487 |    10486 | Acetes erythraeus iridovirus                              | Iridovirus          | Iridoviridae    | 
| 548555 |    548555 |   10487 |    10486 | Barramundi perch iridovirus                               | Iridovirus          | Iridoviridae    | 
| 548556 |    548556 |   10487 |    10486 | Common ponyfish iridovirus                                | Iridovirus          | Iridoviridae    | 
| 548557 |    548557 |   10487 |    10486 | Silver sea bream iridovirus                               | Iridovirus          | Iridoviridae    | 
| 561862 |    561862 |   10487 |    10486 | barramundi/Quang Ninh/VNM/2008                            | Iridovirus          | Iridoviridae    | 
| 596242 |    596242 |   10487 |    10486 | Lates calcarifer iridovirus                               | Iridovirus          | Iridoviridae    | 
| 596243 |    596243 |   10487 |    10486 | Synodus indicus iridovirus                                | Iridovirus          | Iridoviridae    | 
| 596244 |    596244 |   10487 |    10486 | Leiognathus splendens iridovirus                          | Iridovirus          | Iridoviridae    | 
| 113377 |    345201 |   10491 |    10486 | Invertebrate iridescent virus 3                           | Chloriridovirus     | Iridoviridae    | 
| 146675 |    345201 |   10491 |    10486 | Invertebrate iridescent virus 3                           | Chloriridovirus     | Iridoviridae    | 
| 158685 |    345201 |   10491 |    10486 | Invertebrate iridescent virus 3                           | Chloriridovirus     | Iridoviridae    | 
| 345201 |    345201 |   10491 |    10486 | Invertebrate iridescent virus 3                           | Chloriridovirus     | Iridoviridae    | 
| 386586 |    345201 |   10491 |    10486 | Invertebrate iridescent virus 3                           | Chloriridovirus     | Iridoviridae    | 
|  10493 |     10493 |   10492 |    10486 | Frog virus 3                                              | Ranavirus           | Iridoviridae    | 
| 100214 |     10493 |   10492 |    10486 | Frog virus 3                                              | Ranavirus           | Iridoviridae    | 
| 105552 |     10493 |   10492 |    10486 | Frog virus 3                                              | Ranavirus           | Iridoviridae    | 
| 106965 |     10493 |   10492 |    10486 | Frog virus 3                                              | Ranavirus           | Iridoviridae    | 
| 106969 |     10493 |   10492 |    10486 | Frog virus 3                                              | Ranavirus           | Iridoviridae    | 
| 160691 |     10493 |   10492 |    10486 | Frog virus 3                                              | Ranavirus           | Iridoviridae    | 
| 232198 |     10493 |   10492 |    10486 | Frog virus 3                                              | Ranavirus           | Iridoviridae    | 
| 267378 |     10493 |   10492 |    10486 | Frog virus 3                                              | Ranavirus           | Iridoviridae    | 
| 540070 |     10493 |   10492 |    10486 | Frog virus 3                                              | Ranavirus           | Iridoviridae    | 
|  56049 |     56049 |   10492 |    10486 | Ictalurus melas ranavirus                                 | Ranavirus           | Iridoviridae    | 
|  56050 |     56050 |   10492 |    10486 | Labroides dimidatus ranavirus                             | Ranavirus           | Iridoviridae    | 
|  56051 |     56051 |   10492 |    10486 | Oncorhynchus mykiss ranavirus                             | Ranavirus           | Iridoviridae    | 
|  56052 |     56052 |   10492 |    10486 | Testudo horsfieldi ranavirus                              | Ranavirus           | Iridoviridae    | 
|  56053 |     56053 |   10492 |    10486 | Terrapene carolina ranavirus                              | Ranavirus           | Iridoviridae    | 
|  84739 |     84739 |   10492 |    10486 | European catfish virus                                    | Ranavirus           | Iridoviridae    | 
|  89464 |     89464 |   10492 |    10486 | Testudo hermanni ranavirus                                | Ranavirus           | Iridoviridae    | 
|  95346 |     95346 |   10492 |    10486 | Silurus glanis ranavirus                                  | Ranavirus           | Iridoviridae    | 
| 100215 |    100215 |   10492 |    10486 | Catfish iridovirus                                        | Ranavirus           | Iridoviridae    | 
| 100217 |    100217 |   10492 |    10486 | Epizootic haematopoietic necrosis virus                   | Ranavirus           | Iridoviridae    | 
| 100218 |    100218 |   10492 |    10486 | Sheetfish iridovirus                                      | Ranavirus           | Iridoviridae    | 
| 380179 |    100218 |   10492 |    10486 | Sheetfish iridovirus                                      | Ranavirus           | Iridoviridae    | 
| 100219 |    100219 |   10492 |    10486 | Leptodactylus Venezuelan iridovirus 1                     | Ranavirus           | Iridoviridae    | 
| 100220 |    100220 |   10492 |    10486 | Bohle iridovirus                                          | Ranavirus           | Iridoviridae    | 
| 105549 |    105549 |   10492 |    10486 | Bufo bufo United Kingdom iridovirus 1                     | Ranavirus           | Iridoviridae    | 
| 105550 |    105550 |   10492 |    10486 | Bufo bufo United Kingdom iridovirus 2                     | Ranavirus           | Iridoviridae    | 
| 105551 |    105551 |   10492 |    10486 | Bufo bufo United Kingdom iridovirus 3                     | Ranavirus           | Iridoviridae    | 
| 105553 |    105553 |   10492 |    10486 | Bufo marinus Venezuelan iridovirus 2                      | Ranavirus           | Iridoviridae    | 
| 105554 |    105554 |   10492 |    10486 | Bufo marinus Venezuelan iridovirus 3                      | Ranavirus           | Iridoviridae    | 
| 105555 |    105555 |   10492 |    10486 | Bufo marinus Venezuelan iridovirus 4                      | Ranavirus           | Iridoviridae    | 
| 105556 |    105556 |   10492 |    10486 | Bufo marinus Venezuelan iridovirus 6                      | Ranavirus           | Iridoviridae    | 
| 117169 |    117169 |   10492 |    10486 | Rana esculenta iridovirus                                 | Ranavirus           | Iridoviridae    | 
|  79956 |    198068 |   10492 |    10486 | Santee-Cooper ranavirus                                   | Ranavirus           | Iridoviridae    | 
|  84740 |    198068 |   10492 |    10486 | Santee-Cooper ranavirus                                   | Ranavirus           | Iridoviridae    | 
| 100216 |    198068 |   10492 |    10486 | Santee-Cooper ranavirus                                   | Ranavirus           | Iridoviridae    | 
| 127569 |    262968 |   10492 |    10486 | Singapore grouper iridovirus                              | Ranavirus           | Iridoviridae    | 
| 262968 |    262968 |   10492 |    10486 | Singapore grouper iridovirus                              | Ranavirus           | Iridoviridae    | 
|  80267 |    265294 |   10492 |    10486 | Ambystoma tigrinum virus                                  | Ranavirus           | Iridoviridae    | 
| 198069 |    265294 |   10492 |    10486 | Ambystoma tigrinum virus                                  | Ranavirus           | Iridoviridae    | 
| 217733 |    265294 |   10492 |    10486 | Ambystoma tigrinum virus                                  | Ranavirus           | Iridoviridae    | 
| 265294 |    265294 |   10492 |    10486 | Ambystoma tigrinum virus                                  | Ranavirus           | Iridoviridae    | 
| 288917 |    288917 |   10492 |    10486 | Uruguayan bullfrog tadpole virus                          | Ranavirus           | Iridoviridae    | 
| 310386 |    310386 |   10492 |    10486 | sp. RRM-2005                                              | Ranavirus           | Iridoviridae    | 
| 317857 |    317857 |   10492 |    10486 | Wamena iridovirus                                         | Ranavirus           | Iridoviridae    | 
| 333340 |    333340 |   10492 |    10486 | Rana catesbeiana virus Z                                  | Ranavirus           | Iridoviridae    | 
| 346227 |    346227 |   10492 |    10486 | Tylototriton kweichowensis ranavirus                      | Ranavirus           | Iridoviridae    | 
| 365144 |    365144 |   10492 |    10486 | Soft-shelled turtle iridovirus                            | Ranavirus           | Iridoviridae    | 
| 566307 |    566307 |   10492 |    10486 | Rana catesbeiana virus TW07-440                           | Ranavirus           | Iridoviridae    | 
| 626738 |    626738 |   10492 |    10486 | Rana plancyi virus MS-2009a                               | Ranavirus           | Iridoviridae    | 
|  36363 |     36363 |   10494 |    10486 | Lymphocystis disease virus 1                              | Lymphocystivirus    | Iridoviridae    | 
| 159183 |    159183 |   10494 |    10486 | Lymphocystis disease virus 2                              | Lymphocystivirus    | Iridoviridae    | 
| 256729 |    256729 |   10494 |    10486 | Lymphocystis disease virus - isolate China                | Lymphocystivirus    | Iridoviridae    | 
| 358077 |    358077 |   10494 |    10486 | Lymphocystis disease virus strain Huangdao                | Lymphocystivirus    | Iridoviridae    | 
| 380252 |    380252 |   10494 |    10486 | Lymphocystis disease virus - Mississippi-2001             | Lymphocystivirus    | Iridoviridae    | 
|  65424 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 127568 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 127570 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 176655 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 176656 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 180170 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 216928 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 229401 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 229402 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 263891 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 266016 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 273651 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 278183 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 278185 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 281717 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 285956 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 297724 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 322017 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 395883 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 395884 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
| 463824 |    180170 |  308906 |    10486 | Infectious spleen and kidney necrosis virus               | Megalocytivirus     | Iridoviridae    | 
|  11020 |     11020 |   11019 |    11018 | Barmah Forest virus                                       | Alphavirus          | Togaviridae     | 
|  11021 |     11021 |   11019 |    11018 | Eastern equine encephalitis virus                         | Alphavirus          | Togaviridae     | 
|  11023 |     11023 |   11019 |    11018 | Middelburg virus                                          | Alphavirus          | Togaviridae     | 
|  11024 |     11024 |   11019 |    11018 | Highlands J virus                                         | Alphavirus          | Togaviridae     | 
|  11027 |     11027 |   11019 |    11018 | O'nyong-nyong virus                                       | Alphavirus          | Togaviridae     | 
|  79899 |     11027 |   11019 |    11018 | O'nyong-nyong virus                                       | Alphavirus          | Togaviridae     | 
|  11029 |     11029 |   11019 |    11018 | Ross River virus                                          | Alphavirus          | Togaviridae     | 
|  59303 |     11029 |   11019 |    11018 | Ross River virus                                          | Alphavirus          | Togaviridae     | 
|  97469 |     11029 |   11019 |    11018 | Ross River virus                                          | Alphavirus          | Togaviridae     | 
|  11033 |     11033 |   11019 |    11018 | Semliki forest virus                                      | Alphavirus          | Togaviridae     | 
|  11034 |     11034 |   11019 |    11018 | Sindbis virus                                             | Alphavirus          | Togaviridae     | 
|  31699 |     11034 |   11019 |    11018 | Sindbis virus                                             | Alphavirus          | Togaviridae     | 
|  44419 |     11034 |   11019 |    11018 | Sindbis virus                                             | Alphavirus          | Togaviridae     | 
|  48540 |     11034 |   11019 |    11018 | Sindbis virus                                             | Alphavirus          | Togaviridae     | 
|  48542 |     11034 |   11019 |    11018 | Sindbis virus                                             | Alphavirus          | Togaviridae     | 
|  55075 |     11034 |   11019 |    11018 | Sindbis virus                                             | Alphavirus          | Togaviridae     | 
|  84272 |     11034 |   11019 |    11018 | Sindbis virus                                             | Alphavirus          | Togaviridae     | 
|  11036 |     11036 |   11019 |    11018 | Venezuelan equine encephalitis virus                      | Alphavirus          | Togaviridae     | 
|  11039 |     11039 |   11019 |    11018 | Western equine encephalomyelitis virus                    | Alphavirus          | Togaviridae     | 
|  37124 |     37124 |   11019 |    11018 | Chikungunya virus                                         | Alphavirus          | Togaviridae     | 
| 466217 |     37124 |   11019 |    11018 | Chikungunya virus                                         | Alphavirus          | Togaviridae     | 
|  44158 |     44158 |   11019 |    11018 | Aura virus                                                | Alphavirus          | Togaviridae     | 
|  48543 |     48543 |   11019 |    11018 | Whataroa virus                                            | Alphavirus          | Togaviridae     | 
|  48541 |     48544 |   11019 |    11018 | Fort Morgan virus                                         | Alphavirus          | Togaviridae     | 
|  48544 |     48544 |   11019 |    11018 | Fort Morgan virus                                         | Alphavirus          | Togaviridae     | 
|  59300 |     59300 |   11019 |    11018 | Getah virus                                               | Alphavirus          | Togaviridae     | 
|  59301 |     59301 |   11019 |    11018 | Mayaro virus                                              | Alphavirus          | Togaviridae     | 
|  59302 |     59302 |   11019 |    11018 | Ndumu virus                                               | Alphavirus          | Togaviridae     | 
|  59304 |     59304 |   11019 |    11018 | Una virus                                                 | Alphavirus          | Togaviridae     | 
|  59305 |     59305 |   11019 |    11018 | Bebaru virus                                              | Alphavirus          | Togaviridae     | 
|  78540 |     84589 |   11019 |    11018 | Salmon pancreas disease virus                             | Alphavirus          | Togaviridae     | 
|  84589 |     84589 |   11019 |    11018 | Salmon pancreas disease virus                             | Alphavirus          | Togaviridae     | 
| 139209 |    139209 |   11019 |    11018 | HBb17                                                     | Alphavirus          | Togaviridae     | 
| 151156 |    151156 |   11019 |    11018 | Seal louse virus                                          | Alphavirus          | Togaviridae     | 
| 344701 |    344701 |   11019 |    11018 | Norwegian salmonid alphavirus                             | Alphavirus          | Togaviridae     | 
|  11041 |     11041 |   11040 |    11018 | Rubella virus                                             | Rubivirus           | Togaviridae     | 
|  11050 |        -1 |      -1 |    11050 |                                                           |                     | Flaviviridae    | 
|  39112 |     39112 |      -1 |    11050 | GB virus A                                                |                     | Flaviviridae    | 
| 339847 |     39112 |      -1 |    11050 | GB virus A                                                |                     | Flaviviridae    | 
|  39113 |     39113 |      -1 |    11050 | Hepatitis GB virus B                                      |                     | Flaviviridae    | 
|  54290 |     54290 |      -1 |    11050 | GB virus C                                                |                     | Flaviviridae    | 
|  93986 |     54290 |      -1 |    11050 | GB virus C                                                |                     | Flaviviridae    | 
| 140024 |     54290 |      -1 |    11050 | GB virus C                                                |                     | Flaviviridae    | 
| 478577 |    478577 |      -1 |    11050 | Barkedji virus                                            |                     | Flaviviridae    | 
| 649187 |    649187 |      -1 |    11050 | Lammi virus                                               |                     | Flaviviridae    | 
| 667516 |    667516 |      -1 |    11050 | Nakiwogo virus                                            |                     | Flaviviridae    | 
| 861727 |    861727 |      -1 |    11050 | GB virus D                                                |                     | Flaviviridae    | 
|  11051 |        -1 |   11051 |    11050 |                                                           | Flavivirus          | Flaviviridae    | 
|  11072 |     11072 |   11051 |    11050 | Japanese encephalitis virus                               | Flavivirus          | Flaviviridae    | 
|  11073 |     11072 |   11051 |    11050 | Japanese encephalitis virus                               | Flavivirus          | Flaviviridae    | 
|  11076 |     11072 |   11051 |    11050 | Japanese encephalitis virus                               | Flavivirus          | Flaviviridae    | 
|  11079 |     11079 |   11051 |    11050 | Murray Valley encephalitis virus                          | Flavivirus          | Flaviviridae    | 
|  44017 |     11079 |   11051 |    11050 | Murray Valley encephalitis virus                          | Flavivirus          | Flaviviridae    | 
|  11080 |     11080 |   11051 |    11050 | St. Louis encephalitis virus                              | Flavivirus          | Flaviviridae    | 
|  11077 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
|  11082 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 307044 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 406269 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 449277 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 449278 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 449279 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 449280 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 598672 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 598673 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 598674 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
| 598675 |     11082 |   11051 |    11050 | West Nile virus                                           | Flavivirus          | Flaviviridae    | 
|  11083 |     11083 |   11051 |    11050 | Powassan virus                                            | Flavivirus          | Flaviviridae    | 
|  58535 |     11083 |   11051 |    11050 | Powassan virus                                            | Flavivirus          | Flaviviridae    | 
|  11084 |     11084 |   11051 |    11050 | Tick-borne encephalitis virus                             | Flavivirus          | Flaviviridae    | 
|  11092 |     11084 |   11051 |    11050 | Tick-borne encephalitis virus                             | Flavivirus          | Flaviviridae    | 
|  11094 |     11084 |   11051 |    11050 | Tick-borne encephalitis virus                             | Flavivirus          | Flaviviridae    | 
|  47300 |     11084 |   11051 |    11050 | Tick-borne encephalitis virus                             | Flavivirus          | Flaviviridae    | 
|  11085 |     11085 |   11051 |    11050 | Langat virus                                              | Flavivirus          | Flaviviridae    | 
|  11086 |     11086 |   11051 |    11050 | Louping ill virus                                         | Flavivirus          | Flaviviridae    | 
|  11089 |     11089 |   11051 |    11050 | Yellow fever virus                                        | Flavivirus          | Flaviviridae    | 
| 617102 |     11089 |   11051 |    11050 | Yellow fever virus                                        | Flavivirus          | Flaviviridae    | 
|  11093 |     11093 |   11051 |    11050 | sp.                                                       | Flavivirus          | Flaviviridae    | 
|  12542 |     12542 |   11051 |    11050 | Omsk hemorrhagic fever virus                              | Flavivirus          | Flaviviridae    | 
|  11053 |     12637 |   11051 |    11050 | Dengue virus                                              | Flavivirus          | Flaviviridae    | 
|  11060 |     12637 |   11051 |    11050 | Dengue virus                                              | Flavivirus          | Flaviviridae    | 
|  11069 |     12637 |   11051 |    11050 | Dengue virus                                              | Flavivirus          | Flaviviridae    | 
|  11070 |     12637 |   11051 |    11050 | Dengue virus                                              | Flavivirus          | Flaviviridae    | 
|  12637 |     12637 |   11051 |    11050 | Dengue virus                                              | Flavivirus          | Flaviviridae    | 
|  31634 |     12637 |   11051 |    11050 | Dengue virus                                              | Flavivirus          | Flaviviridae    | 
|  28298 |     28298 |   11051 |    11050 | FSME                                                      | Flavivirus          | Flaviviridae    | 
|  31658 |     31658 |   11051 |    11050 | Cell fusing agent virus                                   | Flavivirus          | Flaviviridae    | 
|  33743 |     33743 |   11051 |    11050 | Kyasanur forest disease virus                             | Flavivirus          | Flaviviridae    | 
| 172148 |     33743 |   11051 |    11050 | Kyasanur forest disease virus                             | Flavivirus          | Flaviviridae    | 
|  35279 |     35279 |   11051 |    11050 | Meaban virus                                              | Flavivirus          | Flaviviridae    | 
|  38837 |     38837 |   11051 |    11050 | Banzi virus                                               | Flavivirus          | Flaviviridae    | 
|  40004 |     40004 |   11051 |    11050 | Tyuleniy virus                                            | Flavivirus          | Flaviviridae    | 
|  40012 |     40012 |   11051 |    11050 | Saumarez Reef virus                                       | Flavivirus          | Flaviviridae    | 
|  41406 |     41406 |   11051 |    11050 | Greek goat encephalitis virus                             | Flavivirus          | Flaviviridae    | 
|  41408 |     41408 |   11051 |    11050 | Spanish sheep encephalitis virus                          | Flavivirus          | Flaviviridae    | 
|  44024 |     44024 |   11051 |    11050 | Kokobera virus                                            | Flavivirus          | Flaviviridae    | 
|  44027 |     44024 |   11051 |    11050 | Kokobera virus                                            | Flavivirus          | Flaviviridae    | 
| 499854 |     44024 |   11051 |    11050 | Kokobera virus                                            | Flavivirus          | Flaviviridae    | 
|  44025 |     44025 |   11051 |    11050 | Koutango virus                                            | Flavivirus          | Flaviviridae    | 
|  44026 |     44026 |   11051 |    11050 | Sepik virus                                               | Flavivirus          | Flaviviridae    | 
|  59563 |     59563 |   11051 |    11050 | Ilheus virus                                              | Flavivirus          | Flaviviridae    | 
|  64315 |     59563 |   11051 |    11050 | Ilheus virus                                              | Flavivirus          | Flaviviridae    | 
|  64280 |     64280 |   11051 |    11050 | Apoi virus                                                | Flavivirus          | Flaviviridae    | 
|  64281 |     64281 |   11051 |    11050 | Bukalasa bat virus                                        | Flavivirus          | Flaviviridae    | 
|  64282 |     64282 |   11051 |    11050 | Dakar bat virus                                           | Flavivirus          | Flaviviridae    | 
|  64283 |     64283 |   11051 |    11050 | Entebbe bat virus                                         | Flavivirus          | Flaviviridae    | 
|  64284 |     64284 |   11051 |    11050 | Saboya virus                                              | Flavivirus          | Flaviviridae    | 
|  64314 |     64284 |   11051 |    11050 | Saboya virus                                              | Flavivirus          | Flaviviridae    | 
|  64285 |     64285 |   11051 |    11050 | Rio Bravo virus                                           | Flavivirus          | Flaviviridae    | 
|  64286 |     64286 |   11051 |    11050 | Usutu virus                                               | Flavivirus          | Flaviviridae    | 
|  64287 |     64288 |   11051 |    11050 | Royal Farm virus                                          | Flavivirus          | Flaviviridae    | 
|  64288 |     64288 |   11051 |    11050 | Royal Farm virus                                          | Flavivirus          | Flaviviridae    | 
|  64289 |     64289 |   11051 |    11050 | Carey Island virus                                        | Flavivirus          | Flaviviridae    | 
|  64290 |     64290 |   11051 |    11050 | Bagaza virus                                              | Flavivirus          | Flaviviridae    | 
|  64291 |     64291 |   11051 |    11050 | Israel turkey meningoencephalomyelitis virus              | Flavivirus          | Flaviviridae    | 
|  64292 |     64292 |   11051 |    11050 | Ntaya virus                                               | Flavivirus          | Flaviviridae    | 
|  64293 |     64293 |   11051 |    11050 | Tembusu virus                                             | Flavivirus          | Flaviviridae    | 
|  93923 |     64293 |   11051 |    11050 | Tembusu virus                                             | Flavivirus          | Flaviviridae    | 
|  64294 |     64294 |   11051 |    11050 | Yokose virus                                              | Flavivirus          | Flaviviridae    | 
|  64295 |     64295 |   11051 |    11050 | Bouboui virus                                             | Flavivirus          | Flaviviridae    | 
|  64296 |     64296 |   11051 |    11050 | Edge Hill virus                                           | Flavivirus          | Flaviviridae    | 
|  64297 |     64297 |   11051 |    11050 | Uganda S virus                                            | Flavivirus          | Flaviviridae    | 
|  64298 |     64298 |   11051 |    11050 | Cowbone Ridge virus                                       | Flavivirus          | Flaviviridae    | 
|  64299 |     64299 |   11051 |    11050 | Jutiapa virus                                             | Flavivirus          | Flaviviridae    | 
|  64300 |     64300 |   11051 |    11050 | Modoc virus                                               | Flavivirus          | Flaviviridae    | 
|  64301 |     64301 |   11051 |    11050 | Sal Vieja virus                                           | Flavivirus          | Flaviviridae    | 
|  64303 |     64303 |   11051 |    11050 | Aroa virus                                                | Flavivirus          | Flaviviridae    | 
|  64313 |     64303 |   11051 |    11050 | Aroa virus                                                | Flavivirus          | Flaviviridae    | 
|  64304 |     64304 |   11051 |    11050 | Bussuquara virus                                          | Flavivirus          | Flaviviridae    | 
|  64305 |     64305 |   11051 |    11050 | Cacipacore virus                                          | Flavivirus          | Flaviviridae    | 
|  64306 |     64306 |   11051 |    11050 | Batu Cave virus                                           | Flavivirus          | Flaviviridae    | 
|  64307 |     64307 |   11051 |    11050 | Gadgets Gully virus                                       | Flavivirus          | Flaviviridae    | 
|  64308 |     64308 |   11051 |    11050 | Iguape virus                                              | Flavivirus          | Flaviviridae    | 
|  64309 |     64309 |   11051 |    11050 | Jugra virus                                               | Flavivirus          | Flaviviridae    | 
|  64310 |     64310 |   11051 |    11050 | Kadam virus                                               | Flavivirus          | Flaviviridae    | 
